0.0,6.0,0,3
0.0,18.0,0,3
-3.0,25.5,0,3
-12.0,30.0,0,3
-19.5,31.5,0,3
-25.5,27.0,0,3
-28.5,22.5,0,3
-28.5,18.0,0,3
-29,16,0,3
-30.0,27.0,0,3
-34.5,30.0,0,3
-37,31,0,3
-29,26,0,3
-16.5,36.0,0,3
-16.5,43.5,0,3
-18.0,48.0,0,3
-22.5,51.0,0,3
-25,53,0,3
-13.5,48.0,0,3
-9.0,51.0,0,3
-8,53,0,3
-16,48,0,3
-16,33,0,3
3.0,25.5,0,3
12.0,30.0,0,3
16.5,36.0,0,3
16.5,43.5,0,3
13.5,48.0,0,3
9.0,51.0,0,3
8,53,0,3
18.0,48.0,0,3
22.5,51.0,0,3
25,53,0,3
16,48,0,3
19.5,31.5,0,3
25.5,27.0,0,3
30.0,27.0,0,3
34.5,30.0,0,3
37,31,0,3
28.5,22.5,0,3
28.5,18.0,0,3
29,16,0,3
29,26,0,3
16,33,0,3
0,23,0,3
-6.0,0.0,0,3
-18.0,0.0,0,3
-25.5,-3.0,0,3
-30.0,-12.0,0,3
-31.5,-19.5,0,3
-27.0,-25.5,0,3
-22.5,-28.5,0,3
-18.0,-28.5,0,3
-16,-29,0,3
-27.0,-30.0,0,3
-30.0,-34.5,0,3
-31,-37,0,3
-26,-29,0,3
-36.0,-16.5,0,3
-43.5,-16.5,0,3
-48.0,-18.0,0,3
-51.0,-22.5,0,3
-53,-25,0,3
-48.0,-13.5,0,3
-51.0,-9.0,0,3
-53,-8,0,3
-48,-16,0,3
-33,-16,0,3
-25.5,3.0,0,3
-30.0,12.0,0,3
-36.0,16.5,0,3
-43.5,16.5,0,3
-48.0,13.5,0,3
-51.0,9.0,0,3
-53,8,0,3
-48.0,18.0,0,3
-51.0,22.5,0,3
-53,25,0,3
-48,16,0,3
-31.5,19.5,0,3
-27.0,25.5,0,3
-27.0,30.0,0,3
-30.0,34.5,0,3
-31,37,0,3
-22.5,28.5,0,3
-18.0,28.5,0,3
-16,29,0,3
-26,29,0,3
-33,16,0,3
-23,0,0,3
0.0,-6.0,0,3
0.0,-18.0,0,3
3.0,-25.5,0,3
12.0,-30.0,0,3
19.5,-31.5,0,3
25.5,-27.0,0,3
28.5,-22.5,0,3
28.5,-18.0,0,3
29,-16,0,3
30.0,-27.0,0,3
34.5,-30.0,0,3
37,-31,0,3
29,-26,0,3
16.5,-36.0,0,3
16.5,-43.5,0,3
18.0,-48.0,0,3
22.5,-51.0,0,3
25,-53,0,3
13.5,-48.0,0,3
9.0,-51.0,0,3
8,-53,0,3
16,-48,0,3
16,-33,0,3
-3.0,-25.5,0,3
-12.0,-30.0,0,3
-16.5,-36.0,0,3
-16.5,-43.5,0,3
-13.5,-48.0,0,3
-9.0,-51.0,0,3
-8,-53,0,3
-18.0,-48.0,0,3
-22.5,-51.0,0,3
-25,-53,0,3
-16,-48,0,3
-19.5,-31.5,0,3
-25.5,-27.0,0,3
-30.0,-27.0,0,3
-34.5,-30.0,0,3
-37,-31,0,3
-28.5,-22.5,0,3
-28.5,-18.0,0,3
-29,-16,0,3
-29,-26,0,3
-16,-33,0,3
0,-24,0,3
6.0,0.0,0,3
18.0,0.0,0,3
25.5,3.0,0,3
30.0,12.0,0,3
31.5,19.5,0,3
27.0,25.5,0,3
22.5,28.5,0,3
18.0,28.5,0,3
16,29,0,3
27.0,30.0,0,3
30.0,34.5,0,3
31,37,0,3
26,29,0,3
36.0,16.5,0,3
43.5,16.5,0,3
48.0,18.0,0,3
51.0,22.5,0,3
53,25,0,3
48.0,13.5,0,3
51.0,9.0,0,3
53,8,0,3
48,16,0,3
33,16,0,3
25.5,-3.0,0,3
30.0,-12.0,0,3
36.0,-16.5,0,3
43.5,-16.5,0,3
48.0,-13.5,0,3
51.0,-9.0,0,3
53,-8,0,3
48.0,-18.0,0,3
51.0,-22.5,0,3
53,-25,0,3
48,-16,0,3
31.5,-19.5,0,3
27.0,-25.5,0,3
27.0,-30.0,0,3
30.0,-34.5,0,3
31,-37,0,3
22.5,-28.5,0,3
18.0,-28.5,0,3
16,-29,0,3
26,-29,0,3
33,-16,0,3
24,0,0,3
